,index,road,km,type,name,length,condition,lat,lon,model_type
8958,8414,Z1098,10.25,Box Culvert,.,2.1,A,21.3369435116022,92.0331442088397,bridge
8959,8415,Z1098,10.43,Box Culvert,.,2.1,A,21.3355206377622,92.0339237020979,bridge
8960,8416,Z1098,10.55,Box Culvert,.,2.1,A,21.3345467262589,92.0343829726618,bridge
8961,8417,Z1098,10.85,Box Culvert,.,5.2,A,21.3320871113636,92.035537090909,bridge
8962,8418,Z1098,11.12,Box Culvert,.,2.1,A,21.3298778068965,92.0366028261083,bridge
8963,8419,Z1098,11.35,Box Culvert,.,2.1,A,21.3279704329545,92.0373186164772,bridge
8964,8420,Z1098,11.45,Box Culvert,.,9.8,A,21.3271409497652,92.0375421711267,bridge
8965,8421,Z1098,11.5,Box Culvert,.,7.7,A,21.3267301516431,92.0376465021126,bridge
8966,8422,Z1098,12.2,Box Culvert,.,4.6,A,21.3209836615658,92.0400424046263,bridge
8967,8423,Z1098,12.31,Box Culvert,.,4.6,A,21.3200758092526,92.040433863701,bridge
8968,8424,Z1098,12.88,Box Culvert,.,9.7,A,21.3152732756756,92.0424291216216,bridge
8969,8425,Z1098,13.63,Box Culvert,.,5.2,A,21.3089213943181,92.0448734079545,bridge
8970,8426,Z1098,14.15,Box Culvert,.,11.0,A,21.3046870850485,92.0468317939805,bridge
8971,8427,Z1098,14.65,RCC Girder Bridge,Lal Bridge,20.0,A,21.3000818919463,92.0492042791946,bridge
8972,8428,Z1098,15.0,Box Culvert,.,2.1,A,21.2981255851648,92.0510094489011,bridge
8973,8429,Z1098,15.43,Box Culvert,.,10.4,A,21.2949696356164,92.0512492589041,bridge
8974,8430,Z1098,15.55,Truss with Steel Deck,Reju Khal Bridge,149.6,C,21.2942243959079,92.0504483025575,bridge
8975,8431,Z1098,16.1,Box Culvert,.,10.3,A,21.2902708495,92.0486792535,bridge
8976,8432,Z1098,70.431,Box Culvert,.,1.3,A,20.9162920342339,92.2332502490781,bridge
8977,8433,Z1098,70.631,Box Culvert,.,2.1,A,20.9151413025689,92.2338986557128,bridge
8978,8434,Z1098,71.221,Box Culvert,.,2.3,A,20.911746644157,92.2358114552852,bridge
8979,8435,Z1098,71.931,Box Culvert,.,1.8,A,20.9076615467462,92.2381132988383,bridge
8980,8436,Z1098,72.736,Box Culvert,.,1.6,A,20.9030298517944,92.2407231355429,bridge
8981,8437,Z1098,72.881,Box Culvert,.,2.4,A,20.9021955713373,92.2411932303531,bridge
8982,8438,Z1098,73.181,Slab Culvert,.,2.8,A,20.9004694738398,92.2421658403051,bridge
8983,22972,Z1098,85.689,sourcesink,sourcesink,0.0,,20.8625833,92.2976663,sourcesink
8984,272,Z1099,0.0,sourcesink,sourcesink,0.0,,20.8628611,92.2982219,sourcesink
8985,8439,Z1099,0.711,Box Culvert,SHILBORIA PARA 1,1.5,A,20.8588764595394,92.2993696348684,bridge
8986,8440,Z1099,0.916,Box Culvert,NAZIR PARA,4.5,C,20.8577190166666,92.2997122666666,bridge
8987,8441,Z1099,2.138,Slab Culvert,SAB RANG SLUB CULVERT,3.2,A,20.8472761458015,92.3012495455834,bridge
8988,8442,Z1099,3.2,Box Culvert,UTTAR NOA PARA BOX CULVERT,3.0,A,20.8380172609756,92.2998323097561,bridge
8989,8443,Z1099,3.373,Slab Culvert,SOUTH NOYA PARA,2.6,A,20.8367321721854,92.2994555456953,bridge
8990,8444,Z1099,3.82,Box Culvert,SABRANG BAZAR,3.0,C,20.832844412035,92.3000797954048,bridge
8991,8445,Z1099,4.514,Baily with Steel Deck,Sabrong Bazar (2 Bridge,12.2,A,20.8271651359223,92.3011912789644,bridge
8992,8446,Z1099,5.338,Box Culvert,COMMUNITY CENTER,3.0,B,20.82109655,92.30516665,bridge
8993,8447,Z1099,5.909,Slab Culvert,DELLPARA,1.5,A,20.816556584,92.307626696,bridge
8994,8448,Z1099,6.105,Slab Culvert,DELL PARA 2,1.3,A,20.8149835264406,92.3084787288135,bridge
8995,8449,Z1099,6.341,Box Culvert,DELL PARA 3,1.2,A,20.8131273416666,92.3095501583333,bridge
8996,8450,Z1099,6.673,Box Culvert,NAYA PARA 1,1.5,A,20.8105450095238,92.3110171952381,bridge
8997,8451,Z1099,7.485,Baily with Steel Deck,NAYA PARA 3,9.1,C,20.8046985785046,92.3137154682243,bridge
8998,8452,Z1099,7.71,Box Culvert,MATHURA CULVERT,4.0,A,20.8028100305084,92.3142022076271,bridge
8999,8453,Z1099,8.14,Box Culvert,SHAHPURIDIP CULVERT,4.0,A,20.7992743405529,92.3154626543778,bridge
9000,8454,Z1099,8.464,Box Culvert,SHAHPURIDIP 2,4.5,A,20.7968286630508,92.316456899661,bridge
9001,23000,Z1099,9.208,sourcesink,sourcesink,0.0,,20.7907774,92.3181104,sourcesink
9002,273,Z1101,0.0,sourcesink,sourcesink,0.0,,23.7130833,90.4525,sourcesink
9003,8455,Z1101,2.845,Box Culvert,DOK KHIN DALI BOX CULVERT,4.6,C,23.6887483025,90.4504597435,bridge
9004,8456,Z1101,3.651,Slab Culvert,BOROYTALLA SLAB CULVERT,1.8,C,23.6861504333333,90.4444176333333,bridge
9005,23008,Z1101,4.489,sourcesink,sourcesink,0.0,,23.6828882,90.4370552,sourcesink
9006,274,Z1102,0.0,sourcesink,sourcesink,0.0,,23.6932497,90.4754993,sourcesink
9007,8457,Z1102,3.304,RCC Girder Bridge,.,8.3,B,23.7159333565957,90.4687269987234,bridge
9008,8458,Z1102,6.392,Box Culvert,.,5.46,A,23.7370592852367,90.4575805827298,bridge
9009,23025,Z1102,7.165,sourcesink,sourcesink,0.0,,23.7413608,90.4613333,sourcesink
9010,275,Z1121,0.0,sourcesink,sourcesink,0.0,,21.7687216,92.0740271,sourcesink
9011,23037,Z1121,3.292,sourcesink,sourcesink,0.0,,21.745833,92.0696104,sourcesink
9012,276,Z1123,0.0,sourcesink,sourcesink,0.0,,21.7816938,92.0407219,sourcesink
9013,23041,Z1123,2.13,sourcesink,sourcesink,0.0,,21.7703049,92.0386108,sourcesink
9014,277,Z1124,0.0,sourcesink,sourcesink,0.0,,21.8465274,92.0623056,sourcesink
9015,8459,Z1124,0.285,Truss With Timber Deck,Aziz Nagar Dokhin Para Bridge,21.4,D,21.8464719,92.0595556,bridge
9016,8460,Z1124,0.29,Baily with Timber Deck,.,21.4,C,21.8464719,92.0595015722222,bridge
9017,23063,Z1124,28.027,sourcesink,sourcesink,0.0,,21.8851941,91.968666,sourcesink
9018,278,Z1125,0.0,sourcesink,sourcesink,0.0,,21.8322216,92.068916,sourcesink
9019,8461,Z1125,0.17,Box Culvert,.,3.6,A,21.8317216,92.0674438,bridge
9020,8462,Z1125,0.58,Box Culvert,.,9.6,A,21.8306779732558,92.0636469197674,bridge
9021,8463,Z1125,1.44,Box Culvert,.,10.2,A,21.8276056206185,92.0559082309278,bridge
9022,8464,Z1125,2.03,Box Culvert,.,26.3,A,21.8251285640161,92.0507900675202,bridge
9023,8465,Z1125,2.82,Box Culvert,.,13.4,A,21.8239907869565,92.0432745913043,bridge
9024,8466,Z1125,3.1,Box Culvert,.,20.0,A,21.8236484935483,92.0405839387096,bridge
9025,8467,Z1125,3.55,Box Culvert,.,9.4,A,21.8223336425403,92.0366623393145,bridge
9026,8468,Z1125,4.1,Box Culvert,.,9.5,A,21.8203139519125,92.0319626382513,bridge
9027,8469,Z1125,4.25,Box Culvert,.,9.4,A,21.8196108905027,92.0307400307262,bridge
9028,8470,Z1125,4.43,Box Culvert,.,3.7,A,21.8187641646129,92.0292808090047,bridge
9029,8471,Z1125,5.12,Box Culvert,.,10.2,A,21.8143941078378,92.0245878248648,bridge
9030,8472,Z1125,5.52,Box Culvert,.,9.4,A,21.8119275535714,92.021826145,bridge
9031,8473,Z1125,5.79,PC Girder Bridge,.,19.0,A,21.8121489074675,92.0194021847402,bridge
9032,8474,Z1125,6.78,Box Culvert,.,3.7,A,21.81201809,92.0100172075,bridge
9033,8475,Z1125,7.935,PC Girder Bridge,Hazi Gona Bridge,32.2,C,21.8144736918918,92.0004089324324,bridge
9034,8476,Z1125,8.335,Box Culvert,.,3.2,A,21.8159730895705,91.9971234171779,bridge
9035,8477,Z1125,9.94,Box Culvert,.,2.1,A,21.8242505760869,91.9850866152173,bridge
9036,8478,Z1125,10.93,RCC Girder Bridge,Sabek Guldi Bridge,19.0,A,21.8276576013274,91.9767648349557,bridge
9037,8479,Z1125,12.1,Box Culvert,.,3.7,A,21.8308271295698,91.9668204483871,bridge
9038,8480,Z1125,12.25,Box Culvert,.,3.7,A,21.8311273069892,91.9654137387096,bridge
9039,8481,Z1125,13.54,Box Culvert,.,2.2,A,21.829591696,91.955034169,bridge
9040,8482,Z1125,14.52,Box Culvert,.,2.5,A,21.8230904664335,91.949630593007,bridge
9041,8483,Z1125,15.82,Baily with Steel Deck,.,40.0,A,21.8192148064903,91.9392073310096,bridge
9042,23114,Z1125,19.275,sourcesink,sourcesink,0.0,,21.8221382,91.9120833,sourcesink
9043,279,Z1126,0.0,sourcesink,sourcesink,0.0,,21.7232216,92.1615278,sourcesink
9044,8484,Z1126,0.905,Box Culvert,.,2.3,A,21.7294581874316,92.1572967519125,bridge
9045,8485,Z1126,3.7,Slab Culvert,.,3.8,A,21.7484136056338,92.1467610239436,bridge
9046,8486,Z1126,4.1,Baily with Timber Deck,.,20.0,A,21.7503913454545,92.1463607545454,bridge
9047,8487,Z1126,6.81,PC Box,Matamohari Bridge,157.0,B,21.754355002439,92.1234525414634,bridge
9048,8488,Z1126,7.17,Box Culvert,.,1.1,A,21.7543922682926,92.1200760317073,bridge
9049,8489,Z1126,7.69,Box Culvert,.,2.5,A,21.7548274418938,92.1149577992826,bridge
9050,8490,Z1126,9.63,Box Culvert,.,2.1,A,21.7602993551912,92.1013749557377,bridge
9051,8491,Z1126,10.77,RCC Girder Bridge,Kakara Bridge,21.05,C,21.7682898022421,92.0938857026905,bridge
9052,8492,Z1126,11.61,Box Culvert,.,9.0,A,21.7717485153374,92.0863819051533,bridge
9053,8493,Z1126,12.51,Slab Culvert,.,1.1,A,21.775395790909,92.0800109927272,bridge
9054,8494,Z1126,13.25,RCC Girder Bridge,Hazi para Bridge,8.1,C,21.7785369631436,92.074755803794,bridge
9055,8495,Z1126,15.9,RCC Girder Bridge,Poton Giara Bridge,7.5,C,21.7898546780487,92.0547798243902,bridge
9056,8496,Z1126,16.06,Box Culvert,.,2.2,A,21.7901385727272,92.0530075727272,bridge
9057,8497,Z1126,16.85,Slab Culvert,.,4.5,A,21.794849549367,92.0513664012658,bridge
9058,8498,Z1126,17.15,RCC Girder Bridge,Boroitoli Bridge,15.4,C,21.7967526033112,92.0503158304635,bridge
9059,8499,Z1126,17.9,Box Culvert,.,5.3,A,21.7998092115942,92.0554718449275,bridge
9060,8500,Z1126,18.15,Slab Culvert,.,2.0,A,21.8015592094577,92.0564403278688,bridge
9061,23156,Z1126,18.798,sourcesink,sourcesink,0.0,,21.8068333,92.0585833,sourcesink
9062,280,Z1127,0.0,sourcesink,sourcesink,0.0,,21.7664444,92.0767216,sourcesink
9063,8501,Z1127,0.362,Box Culvert,.,3.0,A,21.7685594202597,92.0740052836363,bridge
9064,8502,Z1127,4.12,PC Girder Bridge,.,160.07,A,21.7801516937888,92.0449743155279,bridge
9065,8503,Z1127,6.11,Box Culvert,.,3.0,B,21.7827849942583,92.026789591866,bridge
9066,8504,Z1127,6.8,Slab Culvert,.,2.2,A,21.783908637799,92.0207827952153,bridge
9067,8505,Z1127,7.55,Slab Culvert,.,2.2,A,21.7868514757575,92.0154444393939,bridge
9068,8506,Z1127,8.05,Box Culvert,.,3.7,A,21.7890758421725,92.0116064527156,bridge
9069,8507,Z1127,9.0,Box Culvert,.,3.3,A,21.7927807359999,92.004037746,bridge
9070,23179,Z1127,10.874,sourcesink,sourcesink,0.0,,21.7949997,91.9869441,sourcesink
9071,281,Z1128,0.0,sourcesink,sourcesink,0.0,,21.7521389,91.9797216,sourcesink
9072,8508,Z1128,0.07,PC Girder Bridge,Illasha Bridge,120.0,C,21.7522092933333,91.9790678333333,bridge
9073,8509,Z1128,2.35,Baily with Steel Deck,.,65.0,A,21.7671967415384,91.9699540676923,bridge
9074,8510,Z1128,3.5,RCC Girder Bridge,Zumzum Bridge,73.0,C,21.7770170472222,91.9673858861111,bridge
9075,8511,Z1128,5.9,Box Culvert,.,4.3,A,21.787350778,91.976343212,bridge
9076,8512,Z1128,7.3,Box Culvert,.,4.6,A,21.7948293999999,91.9867908644628,bridge
9077,23196,Z1128,7.565,sourcesink,sourcesink,0.0,,21.7962497,91.9877219,sourcesink
9078,282,Z1129,0.0,sourcesink,sourcesink,0.0,,21.8556111,91.875666,sourcesink
9079,8513,Z1129,0.75,Box Culvert,.,3.6,A,21.8562222,91.8687216,bridge
9080,8514,Z1129,1.12,Box Culvert,.,3.6,A,21.8565191044444,91.8719419155555,bridge
9081,8515,Z1129,2.25,RCC Girder Bridge,.,21.3,A,21.8567778,91.8719716,bridge
9082,23206,Z1129,4.4,sourcesink,sourcesink,0.0,,21.8513056,91.8558333,sourcesink
9083,283,Z1130,0.0,sourcesink,sourcesink,0.0,,21.6576389,92.0750549,sourcesink
9084,8516,Z1130,1.95,RCC Girder Bridge,.,10.14,C,21.6447997859756,92.0851561579268,bridge
9085,8517,Z1130,2.2,Slab Culvert,.,2.4,A,21.6435389764044,92.0870920325842,bridge
9086,8518,Z1130,2.45,Slab Culvert,.,2.9,A,21.6424075719101,92.0891519483146,bridge
9087,8519,Z1130,4.06,Slab Culvert,.,1.9,A,21.637386,92.1031717363636,bridge
9088,8520,Z1130,4.75,Baily with Timber Deck,.,18.43,A,21.6364884850746,92.1055141074626,bridge
9089,8521,Z1130,15.46,Box Culvert,.,2.3,A,21.5755771922779,92.144070454054,bridge
9090,8522,Z1130,15.68,Box Culvert,.,2.4,A,21.573830463476,92.1430052035264,bridge
9091,8523,Z1130,15.9,RCC Girder Bridge,Eiggor boro Bridge,60.5,A,21.5719986448362,92.141989213602,bridge
9092,8524,Z1130,17.04,RCC Girder Bridge,.,15.5,B,21.5623015785714,92.1414996571428,bridge
9093,8525,Z1130,17.6,Box Culvert,.,1.8,A,21.5579139088571,92.1432287231428,bridge
9094,8526,Z1130,18.9,Slab Culvert,.,5.5,B,21.5474566314629,92.1480649993988,bridge
9095,8527,Z1130,19.4,RCC Girder Bridge,Sogir Kata Bridge,10.4,C,21.5435098984962,92.1500168390977,bridge
9096,8528,Z1130,19.6,Box Culvert,.,2.45,A,21.5424348190476,92.1509821428571,bridge
9097,8529,Z1130,19.85,Box Culvert,.,2.3,A,21.5403834935483,92.1520287032258,bridge
9098,8530,Z1130,20.1,Box Culvert,.,2.2,A,21.5384612407407,92.1529787308641,bridge
9099,8531,Z1130,20.45,Box Culvert,.,2.2,A,21.5359446076666,92.1544458666666,bridge
9100,8532,Z1130,20.6,Box Culvert,.,2.3,A,21.5347640576666,92.1550708666666,bridge
9101,8533,Z1130,20.85,Box Culvert,.,12.3,A,21.5327271316037,92.1559891636792,bridge
9102,8534,Z1130,20.95,Box Culvert,.,2.3,C,21.5318752919811,92.1562905316037,bridge
9103,8535,Z1130,21.5,Box Culvert,.,2.3,A,21.5273040076923,92.1581219303167,bridge
9104,8536,Z1130,21.7,Box Culvert,.,2.3,A,21.5258210573221,92.1587717698744,bridge
9105,8537,Z1130,22.2,RCC Girder Bridge,Bendar Para Bridge,10.4,A,21.5217291923076,92.160251605048,bridge
9106,8538,Z1130,22.4,Box Culvert,.,2.3,A,21.5202405816753,92.16112233089,bridge
9107,8539,Z1130,22.9,Slab Culvert,.,5.75,B,21.516219593,92.162961108,bridge
9108,8540,Z1130,23.0,Box Culvert,.,2.3,A,21.515442143,92.163238908,bridge
9109,8541,Z1130,23.5,Box Culvert,.,4.9,A,21.5149446221491,92.1676739304824,bridge
9110,23272,Z1130,24.258,sourcesink,sourcesink,0.0,,21.5128333,92.1741938,sourcesink
9111,284,Z1131,0.0,sourcesink,sourcesink,0.0,,21.6150278,92.0668604,sourcesink
9112,8542,Z1131,0.65,Box Culvert,.,3.1,A,21.6152120611764,92.0615861052941,bridge
9113,8543,Z1131,0.73,Box Culvert,.,2.4,A,21.6152198034482,92.0607772775862,bridge
9114,8544,Z1131,2.9,RCC Girder Bridge,Medha Bridge,180.0,C,21.6142072713656,92.0414921722466,bridge
9115,23290,Z1131,6.681,sourcesink,sourcesink,0.0,,21.6136667,92.0142778,sourcesink
9116,285,Z1132,0.0,sourcesink,sourcesink,0.0,,21.4412497,91.9859441,sourcesink
9117,8545,Z1132,0.19,Slab Culvert,.,1.8,A,21.4430019037735,91.9861575641509,bridge
9118,8546,Z1132,0.29,Slab Culvert,.,1.3,A,21.4438579415094,91.9860702056603,bridge
9119,8547,Z1132,0.35,Slab Culvert,.,1.3,A,21.4443792809523,91.9860128904761,bridge
9120,8548,Z1132,0.38,Slab Culvert,.,1.3,A,21.4445600442307,91.9861332480769,bridge
9121,8549,Z1132,0.405,Slab Culvert,.,1.3,A,21.4446702245192,91.986300183173,bridge
9122,8550,Z1132,0.58,Slab Culvert,.,1.8,A,21.4454176341463,91.9874768689895,bridge
9123,8551,Z1132,0.88,Baily with Steel Deck,Khursukul Bridge,247.4,C,21.446305872093,91.9895352232558,bridge
9124,8552,Z1132,1.75,RCC Girder Bridge,.,6.8,B,21.4531729226415,91.9903131283018,bridge
9125,8553,Z1132,6.54,Box Culvert,.,2.1,A,21.4939905252782,91.9957133036566,bridge
9126,8554,Z1132,7.19,Box Culvert,.,3.0,A,21.498186126923,91.9977656557692,bridge
9127,8555,Z1132,9.7,Box Culvert,.,3.1,C,21.5160067571428,92.0153667583333,bridge
9128,8556,Z1132,10.007,Box Culvert,.,1.4,A,21.5173389178571,92.015887059375,bridge
9129,8557,Z1132,10.37,Box Culvert,.,2.3,C,21.5189370517857,92.0177505598214,bridge
9130,8558,Z1132,11.687,Box Culvert,.,5.1,A,21.5205641815126,92.0283844953781,bridge
9131,8559,Z1132,12.425,Box Culvert,.,3.0,A,21.5241701388059,92.0334423358209,bridge
9132,8560,Z1132,13.0,Box Culvert,.,3.0,D,21.5285715862955,92.0358828400428,bridge
9133,8561,Z1132,13.55,Box Culvert,.,2.0,A,21.5321577678304,92.0384107187032,bridge
9134,8562,Z1132,13.958,Box Culvert,.,3.5,D,21.5342985926147,92.0412024586826,bridge
9135,8563,Z1132,14.54,Box Culvert,.,3.0,A,21.5370470352941,92.0459931529411,bridge
9136,8564,Z1132,15.05,Box Culvert,.,2.2,A,21.5399811619047,92.0496637666666,bridge
9137,8565,Z1132,15.2,Slab Culvert,.,6.7,A,21.5409996857142,92.0506030999999,bridge
9138,8566,Z1132,15.535,Box Culvert,.,3.1,A,21.5456546492753,92.0523502275362,bridge
9139,8567,Z1132,16.28,Slab Culvert,.,1.6,A,21.5491889863325,92.0561438375854,bridge
9140,8568,Z1132,16.45,Box Culvert,.,1.5,A,21.5504153872437,92.0571657350797,bridge
9141,8569,Z1132,17.17,Box Culvert,.,6.6,A,21.5540033447368,92.0624257495844,bridge
9142,23338,Z1132,18.142,sourcesink,sourcesink,0.0,,21.5541389,92.0675827,sourcesink
9143,286,Z1133,0.0,sourcesink,sourcesink,0.0,,21.1157222,92.1971941,sourcesink
9144,8570,Z1133,0.025,Box Culvert,.,3.5,A,21.1156211886363,92.1969826113636,bridge
9145,8571,Z1133,0.23,Box Culvert,.,3.0,A,21.1148072583333,92.1952563229166,bridge
9146,8572,Z1133,0.42,PC Girder Bridge,.,13.1,B,21.1143241712328,92.193659879452,bridge
9147,8573,Z1133,0.8,Box Culvert,.,1.5,A,21.1147512558139,92.190808488372,bridge
9148,8574,Z1133,0.93,RCC Girder Bridge,Joarkhali Bridge,9.6,C,21.1153458589041,92.1899121356164,bridge
9149,8575,Z1133,1.14,Box Culvert,.,2.9,A,21.1158731554216,92.1878825168674,bridge
9150,8576,Z1133,1.46,Box Culvert,.,1.6,C,21.116434690625,92.184962353125,bridge
9151,8577,Z1133,1.65,Box Culvert,.,1.8,A,21.1167902894736,92.1832291368421,bridge
9152,8578,Z1133,1.76,Box Culvert,.,1.8,A,21.1169318073684,92.1821805242105,bridge
9153,8579,Z1133,1.98,Box Culvert,.,1.8,A,21.1172148431578,92.1800832989473,bridge
9154,8580,Z1133,2.26,Box Culvert,.,2.3,A,21.117061825,92.1782007125,bridge
9155,8581,Z1133,2.5,Box Culvert,.,2.5,A,21.1157541507246,92.1754779690821,bridge
9156,8582,Z1133,2.95,Box Culvert,.,3.6,A,21.1130995145631,92.1724300466019,bridge
9157,8583,Z1133,3.06,Slab Culvert,.,0.9,A,21.1121635777777,92.1719345555555,bridge
9158,8584,Z1133,3.295,Box Culvert,.,5.3,A,21.1103434241758,92.1713128230769,bridge
9159,8585,Z1133,3.755,Box Culvert,.,3.2,C,21.1069918352941,92.1687656647058,bridge
9160,8586,Z1133,4.15,Slab Culvert,.,1.5,A,21.104079723913,92.1677047521739,bridge
9161,8587,Z1133,4.52,Box Culvert,.,1.4,A,21.1017113217391,92.1665881565217,bridge
9162,8588,Z1133,4.76,Box Culvert,.,2.5,A,21.0990961421052,92.1652338947368,bridge
9163,8589,Z1133,5.08,Box Culvert,.,3.0,A,21.0966941,92.1635278,bridge
9164,8590,Z1133,5.88,RCC Girder Bridge,Koichong Bridge,6.0,A,21.0913021444444,92.1582993777777,bridge
9165,8591,Z1133,6.1,Box Culvert,.,1.5,A,21.089998447826,92.1570628043478,bridge
9166,8592,Z1133,6.4,RCC Girder Bridge,.,9.0,A,21.0899385639999,92.1542433079999,bridge
9167,8593,Z1133,6.5,Box Culvert,.,3.7,A,21.0897820381909,92.1536087095477,bridge
9168,8594,Z1133,6.65,Box Culvert,.,1.5,A,21.0893777800498,92.152660454364,bridge
9169,8595,Z1133,6.775,Box Culvert,.,4.0,C,21.0888582663341,92.1515780042394,bridge
9170,8596,Z1133,7.25,RCC Girder Bridge,Shaplapur Bridge,21.0,A,21.0866862190476,92.1477840666666,bridge
9171,8597,Z1133,7.5,Box Culvert,.,3.5,A,21.0850722818867,92.146559825283,bridge
9172,8598,Z1133,7.75,Box Culvert,.,2.5,A,21.0836197516129,92.1444199419354,bridge
9173,8599,Z1133,7.89,Box Culvert,.,1.5,A,21.0827548301886,92.1427308169811,bridge
9174,8600,Z1133,7.9,Box Culvert,.,1.5,A,21.0826835396226,92.1427318660377,bridge
9175,8601,Z1133,8.09,Box Culvert,.,3.6,A,21.0812783391304,92.1427255260869,bridge
9176,8602,Z1133,8.4,RCC Girder Bridge,.,6.3,C,21.0795469062893,92.1414785264151,bridge
9177,8603,Z1133,8.44,Slab Culvert,.,1.1,A,21.0793384283018,92.1413073188679,bridge
9178,8604,Z1133,9.22,Slab Culvert,.,1.2,A,21.076355726415,92.1380646641509,bridge
9179,8605,Z1133,9.465,RCC Girder Bridge,Lamar Bazar Bridge,7.2,C,21.0757771,92.1363869628571,bridge
9180,23384,Z1133,9.608,sourcesink,sourcesink,0.0,,21.0751104,92.134833,sourcesink
9181,287,Z1134,0.0,sourcesink,sourcesink,0.0,,23.0105,91.4010556,sourcesink
9182,8606,Z1134,0.7,Box Culvert,.,3.5,A,23.0105811296089,91.4068497502793,bridge
9183,8607,Z1134,0.75,Box Culvert,.,3.1,A,23.0106909108108,91.4071345391891,bridge
9184,8608,Z1134,1.35,Box Culvert,.,9.1,B,23.0115697,91.4124197,bridge
9185,8609,Z1134,1.78,Box Culvert,.,3.0,A,23.0111506105386,91.4163891503512,bridge
9186,8610,Z1134,2.5,Slab Culvert,.,1.7,A,23.0111213380165,91.4232109842975,bridge
9187,8611,Z1134,2.75,Slab Culvert,.,2.0,A,23.0101347259414,91.4250334062761,bridge
9188,8612,Z1134,3.0,Slab Culvert,.,2.8,A,23.00868138125,91.426262321875,bridge
9189,8613,Z1134,3.34,Box Culvert,.,8.1,A,23.0079698890756,91.4291704134453,bridge
9190,8614,Z1134,3.58,Slab Culvert,.,1.4,A,23.0067605549549,91.4304450306306,bridge
9191,8615,Z1134,3.8,Slab Culvert,.,2.3,A,23.0055549776119,91.4312813089552,bridge
9192,8616,Z1134,4.2,Slab Culvert,.,2.25,A,23.00525,91.4351386,bridge
9193,8617,Z1134,4.48,Box Culvert,.,2.0,A,23.0043539213483,91.4374079280898,bridge
9194,8618,Z1134,4.95,Baily with Steel Deck,.,89.0,A,23.0036695894736,91.4418534631579,bridge
9195,8619,Z1134,5.1,Slab Culvert,.,2.3,A,23.0034060571428,91.4432787333333,bridge
9196,8620,Z1134,5.45,Slab Culvert,.,1.3,A,23.0032255510403,91.4462713894737,bridge
9197,8621,Z1134,5.98,Box Culvert,.,3.3,A,22.9930821343283,91.4587189014925,bridge
9198,8622,Z1134,7.65,Box Culvert,.,3.6,A,22.9961583844247,91.4754194578761,bridge
9199,8623,Z1134,8.5,Slab Culvert,.,1.67,A,22.9991079332038,91.480128216699,bridge
9200,8624,Z1134,9.25,Box Culvert,.,2.3,A,22.9991896166666,91.4850957333333,bridge
9201,8625,Z1134,9.55,Slab Culvert,.,2.1,A,22.9983864298076,91.4870322336538,bridge
9202,8626,Z1134,10.2,Box Culvert,.,3.0,A,22.9972336850187,91.4920872299625,bridge
9203,8627,Z1134,10.35,Box Culvert,.,2.3,A,22.997045863701,91.4930962120996,bridge
9204,8628,Z1134,10.55,Slab Culvert,.,2.3,A,22.9977773227758,91.4945790590747,bridge
9205,8629,Z1134,10.98,RCC Girder Bridge,.,8.7,B,22.9968885428571,91.4961663,bridge
9206,8630,Z1134,12.25,Slab Culvert,.,1.1,A,22.9947542530612,91.5057789758812,bridge
9207,8631,Z1134,12.45,Slab Culvert,.,1.45,A,22.9940224163265,91.5070879925788,bridge
9208,8632,Z1134,12.67,Box Culvert,.,1.45,A,22.9924954565217,91.5079106369565,bridge
9209,8633,Z1134,13.1,Box Culvert,.,2.6,A,22.9922295516203,91.5105913377314,bridge
9210,8634,Z1134,13.3,Slab Culvert,.,1.1,A,22.9937598756944,91.5121988840277,bridge
9211,8635,Z1134,13.5,RCC Girder Bridge,Nita Kagi Bridge,11.58,B,22.9952901997685,91.513806430324,bridge
9212,23447,Z1134,14.061,sourcesink,sourcesink,0.0,,22.9962774,91.5176104,sourcesink
9213,288,Z1135,0.0,sourcesink,sourcesink,0.0,,21.7885274,91.9745549,sourcesink
9214,23453,Z1135,2.566,sourcesink,sourcesink,0.0,,21.7962774,91.9876663,sourcesink
9215,289,Z1136,0.0,sourcesink,sourcesink,0.0,,21.6688327,92.0759438,sourcesink
9216,23460,Z1136,1.822,sourcesink,sourcesink,0.0,,21.6564722,92.0786938,sourcesink
9217,290,Z1201,0.0,sourcesink,sourcesink,0.0,,23.7402219,91.1554722,sourcesink
9218,8636,Z1201,0.242,Baily with Steel Deck,Kuthi bazar Steel Bridge,30.7,C,23.7418239705376,91.1554093801433,bridge
9219,8637,Z1201,0.652,RCC Girder Bridge,KUTI RCC GIDER BRIDGE,10.2,C,23.7437261941935,91.1521681464516,bridge
9220,8638,Z1201,1.718,RCC Girder Bridge,IESIYARA BRIDGE,12.2,B,23.7484618662721,91.1436370502958,bridge
9221,8639,Z1201,2.166,RCC Girder Bridge,CHOUMOHUNI BRIDGE,12.2,C,23.7487486090634,91.1397041815709,bridge
9222,8640,Z1201,2.937,PC Girder Bridge,Hatgeccha Bridge,38.21,B,23.7486366362359,91.1330646719101,bridge
9223,8641,Z1201,3.64,RCC Girder Bridge,SahaPur Choto Bridge.,12.5,C,23.749211908,91.126170404,bridge
9224,8642,Z1201,4.517,Box Culvert,SHAPUR CULVERT,14.0,B,23.7509663867469,91.1181278457831,bridge
9225,8643,Z1201,6.784,RCC Girder Bridge,Bizna Bridge.,12.38,C,23.7525905828,91.0969243999999,bridge
