,index,road,km,type,name,length,condition,lat,lon,model_type
17638,16166,Z7613,5.49,Box Culvert,.,2.0,A,22.7486144685975,89.2122892390244,bridge
17639,16167,Z7613,6.03,RCC Girder Bridge,Islamkati bridge,12.65,D,22.7502838800518,89.2073279603626,bridge
17640,16168,Z7613,6.3,Box Culvert,.,2.0,A,22.751580147159,89.2052589636363,bridge
17641,16169,Z7613,8.11,Box Culvert,.,3.6,A,22.759611125,89.1921038125,bridge
17642,16170,Z7613,8.71,Box Culvert,.,2.0,A,22.763568351923,89.1871586993589,bridge
17643,16171,Z7613,9.69,Box Culvert,.,2.0,A,22.7672933305084,89.1818128830508,bridge
17644,45532,Z7613,10.1,sourcesink,sourcesink,0.0,,22.7704993,89.1816382,sourcesink
17645,736,Z7615,0.0,sourcesink,sourcesink,0.0,,22.605,89.519916,sourcesink
17646,16172,Z7615,0.288,Box Culvert,.,1.0,A,22.6047786836791,89.5170458721991,bridge
17647,16173,Z7615,1.251,Box Culvert,.,3.6,A,22.6064150521739,89.5081637365217,bridge
17648,16174,Z7615,1.284,Slab Culvert,.,1.1,A,22.60658888,89.50582774,bridge
17649,16175,Z7615,1.594,Box Culvert,.,1.3,A,22.606972055,89.500850833125,bridge
17650,16176,Z7615,1.857,Box Culvert,.,3.5,A,22.6070814629729,89.5008928475675,bridge
17651,16177,Z7615,2.296,Box Culvert,.,1.0,A,22.6073274176271,89.4986198945762,bridge
17652,16178,Z7615,2.582,Box Culvert,.,8.15,A,22.6075159352542,89.4961286891525,bridge
17653,16179,Z7615,4.024,Box Culvert,.,2.4,A,22.6078942641379,89.4820453434482,bridge
17654,16180,Z7615,4.706,RCC Girder Bridge,Khatali bridge,13.0,D,22.6086421433333,89.4759543866666,bridge
17655,16181,Z7615,5.146,Box Culvert,.,2.35,A,22.610130012,89.472280412,bridge
17656,16182,Z7615,5.257,RCC Girder Bridge,.,12.9,C,22.610355564,89.471406528,bridge
17657,16183,Z7615,6.378,Box Culvert,.,3.55,A,22.6172394945205,89.4634335605479,bridge
17658,16184,Z7615,6.461,Box Culvert,.,1.05,A,22.617597379,89.463204163,bridge
17659,16185,Z7615,6.646,Box Culvert,.,1.05,A,22.6201581694117,89.4611078411764,bridge
17660,16186,Z7615,7.137,Box Culvert,Sluice Gate.,1.2,A,22.6236396099999,89.460980545,bridge
17661,16187,Z7615,23.373,Slab Culvert,.,1.05,A,22.6957979297058,89.3584921235294,bridge
17662,16188,Z7615,23.413,Slab Culvert,.,1.0,A,22.6959811708333,89.3581539041666,bridge
17663,16189,Z7615,23.526,Slab Culvert,.,4.3,A,22.6970274711538,89.3565945403846,bridge
17664,16190,Z7615,25.639,Slab Culvert,.,1.7,A,22.6933576361963,89.3379922821472,bridge
17665,16191,Z7615,28.888,Box Culvert,.,9.85,C,22.6835773443582,89.3196842870447,bridge
17666,45583,Z7615,30.1,sourcesink,sourcesink,0.0,,22.6882497,89.3074722,sourcesink
17667,737,Z7617,0.0,sourcesink,sourcesink,0.0,,22.4534722,89.0348608,sourcesink
17668,16192,Z7617,1.091,Slab Culvert,.,3.48,A,22.4413087116666,89.0386728316666,bridge
17669,16193,Z7617,2.017,Box Culvert,.,2.0,A,22.4370279336,89.0411434452,bridge
17670,16194,Z7617,3.906,Slab Culvert,.,4.2,C,22.4209295384,89.0452358736,bridge
17671,16195,Z7617,5.547,Box Culvert,.,6.75,C,22.4078919821826,89.0512506971046,bridge
17672,16196,Z7617,9.205,Box Culvert,.,5.3,B,22.3885234515,89.0795074555,bridge
17673,16197,Z7617,11.837,Box Culvert,.,3.65,C,22.370284062676,89.095810943838,bridge
17674,16198,Z7617,13.008,Box Culvert,.,3.65,A,22.3608064849462,89.1002673505376,bridge
17675,16199,Z7617,14.371,Slab Culvert,.,3.55,C,22.3489546709302,89.1034226209302,bridge
17676,16200,Z7617,15.23,Box Culvert,.,4.2,A,22.3414043128358,89.1054503408955,bridge
17677,16201,Z7617,18.82,Slab Culvert,.,3.46,B,22.3096225259459,89.1048956172973,bridge
17678,16202,Z7617,20.174,Box Culvert,.,5.2,C,22.2982285965,89.104097231,bridge
17679,16203,Z7617,25.84,Truss with Steel Deck,Manik khali bridge,19.0,D,22.2495897778378,89.0910921762162,bridge
17680,45629,Z7617,27.285,sourcesink,sourcesink,0.0,,22.2373608,89.0880552,sourcesink
17681,738,Z7618,0.0,sourcesink,sourcesink,0.0,,22.5462497,89.173416,sourcesink
17682,45714,Z7618,31.945,sourcesink,sourcesink,0.0,,22.3445552,89.1046944,sourcesink
17683,739,Z7619,0.0,sourcesink,sourcesink,0.0,,23.0879997,89.1132778,sourcesink
17684,45773,Z7619,24.87,sourcesink,sourcesink,0.0,,22.907,89.1389163,sourcesink
17685,740,Z7701,0.0,sourcesink,sourcesink,0.0,,22.3994441,89.8136389,sourcesink
17686,16204,Z7701,0.77,Slab Culvert,.,5.3,C,22.3979163,89.807,bridge
17687,16205,Z7701,1.33,Slab Culvert,.,4.7,C,22.3991663,89.802,bridge
17688,16206,Z7701,1.79,Box Culvert,.,3.3,B,22.4005833,89.7974997,bridge
17689,16207,Z7701,2.18,Box Culvert,.,3.5,B,22.4019444,89.7941663,bridge
17690,16208,Z7701,2.39,Box Culvert,.,3.6,A,22.4028333,89.7924997,bridge
17691,16209,Z7701,3.23,RCC Girder Bridge,.,10.5,D,22.40275,89.7844441,bridge
17692,16210,Z7701,3.52,RCC Girder Bridge,.,7.0,C,22.4027431452054,89.7824974767123,bridge
17693,16211,Z7701,17.06,RCC Girder Bridge,Gazir bridge,7.5,D,22.455,89.691833,bridge
17694,16212,Z7701,17.09,Box Culvert,.,2.0,B,22.4550833,89.6911386,bridge
17695,16213,Z7701,18.7,RCC Girder Bridge,.,20.5,C,22.4635833,89.6819438,bridge
17696,16214,Z7701,19.66,Box Culvert,.,3.0,A,22.4661667,89.6730549,bridge
17697,16215,Z7701,19.89,Box Culvert,.,3.0,A,22.4672493,89.671166,bridge
17698,16216,Z7701,20.35,Box Culvert,.,2.5,A,22.4678049,89.6665556,bridge
17699,16217,Z7701,21.24,RCC Girder Bridge,.,17.5,A,22.4694438,89.6580556,bridge
17700,16218,Z7701,21.75,Box Culvert,.,2.5,A,22.469166,89.6536389,bridge
17701,16219,Z7701,22.93,RCC Girder Bridge,Putisnan bridge,13.0,D,22.4719438,89.6424997,bridge
17702,16220,Z7701,24.53,RCC Girder Bridge,.,6.4,C,22.4752216,89.6276104,bridge
17703,16221,Z7701,25.51,Box Culvert,.,2.5,A,22.4725789173076,89.6191670903846,bridge
17704,45837,Z7701,25.892,sourcesink,sourcesink,0.0,,22.4731382,89.6148056,sourcesink
17705,741,Z7702,0.0,sourcesink,sourcesink,0.0,,22.6059167,89.849583,sourcesink
17706,16222,Z7702,0.038,Box Culvert,.,5.23,B,22.6057885385964,89.8496108,bridge
17707,16223,Z7702,0.304,Box Culvert,.,3.67,A,22.6056372608187,89.8496108,bridge
17708,16224,Z7702,0.658,Box Culvert,.,3.6,A,22.6001852123376,89.8498571928571,bridge
17709,16225,Z7702,1.614,Baily with Steel Deck,.,24.46,C,22.5918025012738,89.8482954340764,bridge
17710,16226,Z7702,1.638,RCC Girder Bridge,Baraitola 3rd Bridge,30.0,A,22.5915949257142,89.8482814428571,bridge
17711,16227,Z7702,2.956,Box Culvert,.,5.34,A,22.5799044695384,89.8501173526153,bridge
17712,16228,Z7702,3.84,Baily with Steel Deck,.,6.29,A,22.5725998550387,89.8527030581395,bridge
17713,16229,Z7702,4.077,Box Culvert,.,5.18,A,22.57076147,89.8538969363636,bridge
17714,16230,Z7702,4.622,Slab Culvert,.,4.22,C,22.5664534056285,89.8564735649155,bridge
17715,16231,Z7702,5.31,Baily with Steel Deck,.,12.4,A,22.5612422749464,89.8597613978586,bridge
17716,16232,Z7702,6.535,Slab Culvert,.,4.25,B,22.5519526708771,89.8652599978947,bridge
17717,16233,Z7702,6.854,Baily with Steel Deck,.,9.25,A,22.549718085,89.8671209275,bridge
17718,16234,Z7702,7.793,Box Culvert,.,6.84,A,22.54143175,89.8701526166666,bridge
17719,16235,Z7702,8.666,Slab Culvert,.,4.14,C,22.5344066931343,89.8682746737313,bridge
17720,16236,Z7702,9.166,Box Culvert,.,5.27,B,22.5306966360655,89.8708059453551,bridge
17721,16237,Z7702,9.754,Box Culvert,.,5.24,B,22.5255705083475,89.8718484507666,bridge
17722,16238,Z7702,10.546,Slab Culvert,.,4.1,C,22.5188567062283,89.8725106854671,bridge
17723,16239,Z7702,11.11,Slab Culvert,.,2.74,C,22.5138313966,89.8717426932,bridge
17724,16240,Z7702,12.433,Slab Culvert,.,2.8,C,22.5031036021739,89.8674917619565,bridge
17725,16241,Z7702,12.792,Slab Culvert,.,4.15,B,22.49997204,89.86648862,bridge
17726,16242,Z7702,14.152,Slab Culvert,.,2.61,B,22.4882825346938,89.862903077551,bridge
17727,16243,Z7702,14.636,Box Culvert,.,6.68,B,22.4840738667802,89.8618818158432,bridge
17728,16244,Z7702,15.413,Slab Culvert,.,2.73,A,22.4771097292035,89.8612644431416,bridge
17729,16245,Z7702,15.582,Box Culvert,.,6.79,B,22.4755904093023,89.8611909151162,bridge
17730,16246,Z7702,18.299,Truss with Steel Deck,Barikhali Steel Bridge,49.5,A,22.4542150460227,89.8518828221591,bridge
17731,16247,Z7702,20.96,Box Culvert,.,5.32,A,22.4390334782608,89.8334572565217,bridge
17732,16248,Z7702,21.683,Box Culvert,.,7.15,D,22.4332144533333,89.8305867706666,bridge
17733,16249,Z7702,22.564,Box Culvert,.,5.75,A,22.4256582723112,89.8282145661327,bridge
17734,16250,Z7702,24.534,Box Culvert,.,5.34,B,22.41099689875,89.8194608062499,bridge
17735,16251,Z7702,25.783,Box Culvert,.,6.9,D,22.4008836604651,89.8147868139534,bridge
17736,16252,Z7702,26.098,Box Culvert,.,3.7,B,22.3986034578947,89.8141520789473,bridge
17737,16253,Z7702,26.859,Baily with Steel Deck,.,21.3,C,22.391884920202,89.8138386555555,bridge
17738,16254,Z7702,27.371,Box Culvert,.,6.85,B,22.3873127146341,89.8136337530081,bridge
17739,16255,Z7702,28.465,Box Culvert,.,3.6,A,22.377647486923,89.8144661446153,bridge
17740,16256,Z7702,30.268,Baily with Steel Deck,.,18.48,A,22.3618253971428,89.8171929828571,bridge
17741,16257,Z7702,31.402,Box Culvert,.,10.95,A,22.3522222,89.8194418453125,bridge
17742,16258,Z7702,33.076,Baily with Steel Deck,.,27.62,A,22.339096269014,89.8116810985915,bridge
17743,16259,Z7702,33.742,PC Girder Bridge,.,29.7,A,22.3341347388349,89.8110787708737,bridge
17744,16260,Z7702,34.779,Baily with Steel Deck,.,21.3,A,22.3314136573033,89.8203412719101,bridge
17745,16261,Z7702,36.48,Truss with Steel Deck,.,46.45,D,22.3294135914893,89.836333580851,bridge
17746,16262,Z7702,37.582,Baily with Steel Deck,.,27.39,A,22.3233817534246,89.8445263356164,bridge
17747,16263,Z7702,38.503,PC Girder Bridge,Rayandha,94.05,A,22.3161255913043,89.8486108,bridge
17748,16264,Z7702,39.335,Box Culvert,.,3.04,A,22.308943754436,89.8475510663157,bridge
17749,16265,Z7702,41.789,Box Culvert,.,4.85,D,22.2898600123809,89.8419205361904,bridge
17750,16266,Z7702,43.795,RCC Girder Bridge,.,10.0,C,22.2774215299999,89.829571024,bridge
17751,16267,Z7702,44.703,Box Culvert,.,3.0,A,22.2691869203389,89.8294978711864,bridge
17752,16268,Z7702,45.248,RCC Girder Bridge,Tafalbari Bridge,80.45,A,22.2642496175,89.82980659625,bridge
17753,16269,Z7702,47.274,Steel Beam & RCC Slab,.,35.7,C,22.2498760627783,89.826137573913,bridge
17754,45968,Z7702,52.039,sourcesink,sourcesink,0.0,,22.2116111,89.8099722,sourcesink
17755,742,Z7703,0.0,sourcesink,sourcesink,0.0,,22.6059444,89.8494997,sourcesink
17756,16270,Z7703,0.061,Box Culvert,.,2.0,A,22.6064639255319,89.8495014723404,bridge
17757,16271,Z7703,0.492,Box Culvert,.,2.43,C,22.6102992305177,89.8492545912806,bridge
17758,16272,Z7703,0.854,Box Culvert,.,3.55,C,22.6131116453987,89.8505654404908,bridge
17759,16273,Z7703,1.731,Box Culvert,.,5.3,C,22.6200807899441,89.8541162430167,bridge
17760,16274,Z7703,1.965,Box Culvert,.,3.68,C,22.6219993,89.8551667,bridge
17761,16275,Z7703,2.539,Box Culvert,.,2.5,B,22.6260825861016,89.8574302769491,bridge
17762,16276,Z7703,2.99,Box Culvert,.,4.7,C,22.6302464050761,89.8594859203045,bridge
17763,16277,Z7703,4.426,Box Culvert,.,2.43,C,22.6385274,89.8702493,bridge
17764,16278,Z7703,4.914,Box Culvert,.,3.56,A,22.6412821943661,89.873795007847,bridge
17765,16279,Z7703,5.502,Truss with Steel Deck,.,31.4,C,22.64356435,89.8785512657894,bridge
17766,16280,Z7703,5.952,Box Culvert,.,4.65,A,22.6471108,89.8798604,bridge
17767,16281,Z7703,6.743,Box Culvert,.,5.77,C,22.652661107,89.885009086,bridge
17768,16282,Z7703,7.151,Baily with Steel Deck,.,6.3,A,22.6538888888888,89.8866666666666,bridge
17769,16283,Z7703,7.151,Baily with Steel Deck,.,6.3,C,22.65225,89.8841663,bridge
17770,45995,Z7703,7.45,sourcesink,sourcesink,0.0,,22.6546389,89.8888052,sourcesink
17771,743,Z7704,0.0,sourcesink,sourcesink,0.0,,22.581166,89.9680827,sourcesink
17772,16284,Z7704,0.016,RCC Girder Bridge,C.O Office more Bridge,22.85,C,22.5813064040241,89.9680831458752,bridge
17773,16285,Z7704,0.14,Box Culvert,.,1.9,A,22.5823945352112,89.9680866014084,bridge
17774,16286,Z7704,0.852,Slab Culvert,.,4.9,D,22.5886425142857,89.9681064428571,bridge
17775,16287,Z7704,1.879,Box Culvert,.,6.9,A,22.5974910280612,89.9676482596938,bridge
17776,16288,Z7704,2.672,Slab Culvert,.,6.64,C,22.6042408788461,89.9657430326923,bridge
17777,16289,Z7704,4.137,RCC Girder Bridge,.,5.4,C,22.6157755456839,89.9618479799468,bridge
17778,16290,Z7704,4.327,RCC Girder Bridge,.,9.85,C,22.6168687900398,89.9606214075697,bridge
17779,16291,Z7704,4.839,Box Culvert,.,7.86,A,22.6199984982142,89.9576712660714,bridge
17780,16292,Z7704,5.252,Box Culvert,.,13.33,A,22.6236843771084,89.9573234789156,bridge
17781,16293,Z7704,5.664,Slab Culvert,.,4.4,A,22.627131526506,89.9562548849397,bridge
17782,16294,Z7704,5.971,Box Culvert,.,3.67,C,22.6295857976878,89.9549393046242,bridge
17783,16295,Z7704,6.575,Box Culvert,.,5.25,C,22.63460111875,89.9533056266304,bridge
17784,16296,Z7704,7.05,Slab Culvert,.,1.95,D,22.6387425249999,89.9521762108695,bridge
17785,16297,Z7704,7.33,Truss with Steel Deck,.,25.13,A,22.6411719199999,89.95232776,bridge
17786,16298,Z7704,7.624,Slab Culvert,.,1.5,D,22.6438151064516,89.9526702225806,bridge
17787,16299,Z7704,7.713,Slab Culvert,.,1.95,D,22.6446152547311,89.9527738932258,bridge
17788,16300,Z7704,8.012,Box Culvert,.,1.32,A,22.6473033933333,89.95312218,bridge
17789,16301,Z7704,8.246,RCC Girder Bridge,.,5.85,B,22.6493350857142,89.9532763702857,bridge
17790,16302,Z7704,8.854,Box Culvert,.,6.87,C,22.65475892,89.953831235,bridge
17791,16303,Z7704,9.674,Box Culvert,.,3.66,B,22.6621967902097,89.95508546993,bridge
17792,16304,Z7704,10.784,Truss with Steel Deck,.,25.15,A,22.6719721740458,89.9569030893129,bridge
17793,16305,Z7704,12.035,Slab Culvert,.,4.05,D,22.6830315591743,89.959369691399,bridge
17794,16306,Z7704,12.941,Box Culvert,.,5.2,A,22.6907069231155,89.9616165683417,bridge
17795,16307,Z7704,13.715,RCC Girder Bridge,.,5.5,C,22.6969969010282,89.9628589419023,bridge
17796,16308,Z7704,14.19,Slab Culvert,.,2.13,A,22.7013056833955,89.964793968097,bridge
17797,16309,Z7704,14.589,RCC Girder Bridge,.,4.1,A,22.7045727936567,89.9662621541044,bridge
17798,16310,Z7704,14.903,Box Culvert,.,2.2,A,22.7072221888888,89.9671860388888,bridge
17799,16311,Z7704,15.268,PC Girder Bridge,.,4.06,A,22.7103913070574,89.9666382206937,bridge
17800,16312,Z7704,15.635,Baily with Steel Deck,Adhajhuri Bridge,33.58,C,22.7135496581339,89.9655410399521,bridge
17801,16313,Z7704,16.042,Slab Culvert,.,5.29,B,22.7170577193,89.9643226881,bridge
17802,16314,Z7704,16.591,Baily with Steel Deck,.,24.6,A,22.721800146,89.962736682,bridge
17803,16315,Z7704,17.146,RCC Girder Bridge,.,5.85,A,22.7265925419214,89.9614932969432,bridge
17804,16316,Z7704,17.371,RCC Girder Bridge,Nazirpur Bridge,109.6,A,22.7285985790393,89.9613158515283,bridge
17805,16317,Z7704,18.389,Box Culvert,.,6.92,A,22.7375536591006,89.9608846593147,bridge
17806,16318,Z7704,19.575,Box Culvert,.,5.8,A,22.7478149167844,89.9580245100706,bridge
17807,16319,Z7704,20.024,Box Culvert,.,11.13,A,22.751563789587,89.9566935741472,bridge
17808,16320,Z7704,20.936,Box Culvert,.,6.9,A,22.7596188532731,89.955120592325,bridge
17809,16321,Z7704,21.23,Box Culvert,.,6.84,A,22.7617147328358,89.9560241624733,bridge
17810,16322,Z7704,21.913,Truss with Steel Deck,.,19.0,A,22.7678177096103,89.9564227732467,bridge
17811,16323,Z7704,23.012,Slab Culvert,.,7.35,C,22.7776589181818,89.9561414036363,bridge
17812,16324,Z7704,23.575,Baily with Steel Deck,Chaltobari Bridge,68.87,C,22.7826356044642,89.9553189928571,bridge
17813,16325,Z7704,24.112,Slab Culvert,.,4.76,C,22.7874052658823,89.9544973858823,bridge
17814,16326,Z7704,25.415,Box Culvert,.,6.75,A,22.7987038175572,89.9515605688113,bridge
17815,16327,Z7704,26.716,Baily with Steel Deck,.,7.8,D,22.8098804278481,89.9476023632911,bridge
17816,16328,Z7704,27.127,Box Culvert,.,6.82,C,22.8134270431718,89.9464104929515,bridge
17817,16329,Z7704,28.563,Truss with Steel Deck,Baghajora steel Bridge,31.2,A,22.8219346438061,89.9406216763016,bridge
17818,16330,Z7704,29.759,Slab Culvert,.,5.5,C,22.8319706107142,89.9406802464285,bridge
17819,16331,Z7704,30.351,Box Culvert,.,1.95,A,22.837323680102,89.9409151737755,bridge
17820,16332,Z7704,30.631,Truss with Steel Deck,.,93.91,C,22.8397987203333,89.9407546475,bridge
17821,16333,Z7704,33.576,RCC Girder Bridge,.,20.55,C,22.8579175336,89.9221298112,bridge
17822,16334,Z7704,41.49,Box Culvert,.,13.42,A,22.9102093055437,89.8749390168443,bridge
17823,16335,Z7704,43.482,Box Culvert,.,10.12,A,22.916573039,89.8579616,bridge
17824,16336,Z7704,44.094,Box Culvert,.,22.85,A,22.9199076465116,89.8535284348837,bridge
17825,16337,Z7704,46.24,Box Culvert,.,10.04,A,22.9360287337748,89.8427091655629,bridge
17826,16338,Z7704,47.704,Box Culvert,.,10.14,A,22.9430755707317,89.8306707390243,bridge
17827,16339,Z7704,48.455,Box Culvert,.,10.1,A,22.9472115689948,89.8249388361158,bridge
17828,46121,Z7704,49.064,sourcesink,sourcesink,0.0,,22.9513611,89.821916,sourcesink
17829,744,Z7705,0.0,sourcesink,sourcesink,0.0,,22.4672771,89.8610278,sourcesink
17830,46147,Z7705,10.92,sourcesink,sourcesink,0.0,,22.4665556,89.9431941,sourcesink
17831,745,Z7706,0.0,sourcesink,sourcesink,0.0,,22.7050278,89.9665833,sourcesink
17832,46164,Z7706,2.99,sourcesink,sourcesink,0.0,,22.70030014,89.99055130714285,sourcesink
17833,746,Z7707,0.0,sourcesink,sourcesink,0.0,,22.5971108,90.0115833,sourcesink
17834,46292,Z7707,31.0,sourcesink,sourcesink,0.0,,22.7457219,90.0989163,sourcesink
17835,747,Z7708,0.0,sourcesink,sourcesink,0.0,,22.6652778,89.7583889,sourcesink
17836,16340,Z7708,0.181,Slab Culvert,.,2.26,A,22.66671284,89.75887038,bridge
17837,16341,Z7708,1.123,Box Culvert,.,5.32,A,22.674166,89.7628333,bridge
17838,16342,Z7708,2.071,RCC Girder Bridge,.,3.14,D,22.6751955434456,89.7715955790262,bridge
17839,16343,Z7708,3.091,Slab Culvert,.,1.93,C,22.6763035821167,89.7813668609489,bridge
17840,16344,Z7708,3.362,Slab Culvert,.,1.95,C,22.6773235009132,89.7837109931506,bridge
17841,16345,Z7708,4.145,Box Culvert,.,3.5,A,22.6799581629629,89.7906313555555,bridge
17842,16346,Z7708,4.827,Slab Culvert,.,4.16,A,22.6834934551839,89.795894144816,bridge
17843,16347,Z7708,5.19,Slab Culvert,.,2.0,C,22.685695308923,89.7986227923076,bridge
17844,16348,Z7708,5.331,RCC Girder Bridge,.,21.55,A,22.6865750621538,89.7995870153846,bridge
17845,16349,Z7708,6.32,Baily with Steel Deck,.,12.25,C,22.6935381661835,89.7967895328502,bridge
17846,16350,Z7708,6.721,Slab Culvert,.,2.14,A,22.6963363519323,89.7943680352656,bridge
17847,16351,Z7708,7.277,RCC Girder Bridge,.,13.0,C,22.7010729033898,89.7945966271186,bridge
17848,16352,Z7708,7.874,Box Culvert,.,6.0,A,22.7037436680412,89.7984415463917,bridge
17849,16353,Z7708,8.302,Baily with Steel Deck,.,24.38,A,22.7035321385245,89.8027736989754,bridge
17850,16354,Z7708,8.8,RCC Girder Bridge,.,4.35,D,22.7039148229508,89.8075359770491,bridge
17851,16355,Z7708,9.582,RCC Girder Bridge,.,10.84,C,22.706586085,89.81342637,bridge
17852,16356,Z7708,10.13,Box Culvert,.,5.33,A,22.70974656875,89.8173657125,bridge
17853,16357,Z7708,10.564,Truss with Steel Deck,.,62.5,D,22.7121755348525,89.8197764147453,bridge
17854,16358,Z7708,11.425,Slab Culvert,.,2.3,C,22.7160906991596,89.8262499613445,bridge
17855,16359,Z7708,12.354,Slab Culvert,.,1.95,A,22.715747231738,89.8351277387909,bridge
17856,16360,Z7708,12.541,Box Culvert,.,6.85,A,22.7152166800744,89.8368515586592,bridge
17857,16361,Z7708,13.345,RCC Girder Bridge,.,5.42,C,22.7139250774942,89.8443039554524,bridge
17858,16362,Z7708,13.619,Baily with Steel Deck,.,21.58,A,22.7155890904382,89.8458172669322,bridge
17859,16363,Z7708,14.205,Slab Culvert,.,4.18,A,22.7205504714285,89.846679563492,bridge
17860,16364,Z7708,14.628,Box Culvert,.,3.7,A,22.7238210081081,89.8456708711711,bridge
17861,16365,Z7708,14.795,Box Culvert,.,6.7,A,22.725255854054,89.8449186189189,bridge
17862,16366,Z7708,15.417,Slab Culvert,.,7.0,C,22.7304622964912,89.8430542263157,bridge
17863,16367,Z7708,16.027,Baily with Steel Deck,.,21.3,A,22.7360071700421,89.8430384261603,bridge
17864,16368,Z7708,17.018,Baily with Steel Deck,.,18.28,A,22.7444132890909,89.8410396072727,bridge
17865,16369,Z7708,17.369,Slab Culvert,.,2.12,A,22.7473625299287,89.8400929821852,bridge
17866,16370,Z7708,17.889,Slab Culvert,.,7.08,C,22.7517463935483,89.8407326125806,bridge
17867,16371,Z7708,18.527,Box Culvert,.,2.25,A,22.7554796041139,89.845172225,bridge
17868,16372,Z7708,19.503,Box Culvert,.,3.6,A,22.7608807211956,89.8525793151087,bridge
17869,16373,Z7708,19.633,Box Culvert,.,3.6,A,22.7615597592391,89.8536038140217,bridge
17870,16374,Z7708,20.643,Baily with Steel Deck,.,24.38,A,22.7677582621973,89.8601027061452,bridge
17871,46381,Z7708,24.5,sourcesink,sourcesink,0.0,,22.7928886,89.8763882,sourcesink
17872,748,Z7709,0.0,sourcesink,sourcesink,0.0,,22.5795549,89.9629444,sourcesink
17873,16375,Z7709,0.16,Box Culvert,.,3.4,A,22.5797216,89.9644567777777,bridge
17874,16376,Z7709,0.24,Box Culvert,.,5.4,A,22.5797216,89.9652222,bridge
17875,16377,Z7709,0.74,Box Culvert,.,6.9,A,22.5795549,89.9699438,bridge
17876,16378,Z7709,0.99,Box Culvert,.,5.2,A,22.5795363666666,89.9724067333333,bridge
17877,16379,Z7709,1.46,Box Culvert,.,7.6,A,22.5792209258426,89.9766107314606,bridge
17878,16380,Z7709,2.54,Box Culvert,.,8.3,A,22.5794682893964,89.987156165416,bridge
17879,16381,Z7709,2.66,Slab Culvert,.,1.3,A,22.5794412382428,89.9883094739018,bridge
17880,16382,Z7709,2.96,Slab Culvert,.,14.0,A,22.5792474397932,89.9911733498707,bridge
17881,16383,Z7709,3.89,Truss with RCC Slab,Muktar kashi bridge,15.3,C,22.584266680203,89.9981813177665,bridge
17882,16384,Z7709,4.6,Truss with RCC Slab,Ranipur Bridge,15.24,A,22.5878488857142,90.0039205714285,bridge
17883,16385,Z7709,5.26,Slab Culvert,.,12.5,A,22.5924873714285,90.007555551948,bridge
